t 	 Richness 	 Shannon Index 
646 	 74 	 2.262266 	 0.525611 
647 	 75 	 2.275589 	 0.527063 
648 	 75 	 2.280120 	 0.528113 
649 	 77 	 2.287134 	 0.526528 
650 	 77 	 2.291444 	 0.527520 
651 	 77 	 2.292835 	 0.527840 
652 	 77 	 2.291348 	 0.527498 
653 	 73 	 2.285964 	 0.532802 
654 	 74 	 2.275520 	 0.528691 
655 	 73 	 2.262143 	 0.527250 
656 	 73 	 2.243768 	 0.522967 
657 	 73 	 2.217411 	 0.516824 
658 	 73 	 2.197979 	 0.512295 
659 	 73 	 2.163597 	 0.504281 
660 	 73 	 2.156586 	 0.502647 
661 	 75 	 2.129569 	 0.493242 
662 	 74 	 2.104621 	 0.488985 
663 	 73 	 2.080335 	 0.484875 
664 	 72 	 2.058635 	 0.481365 
665 	 72 	 2.038064 	 0.476554 
666 	 72 	 2.010075 	 0.470010 
