timesOfRecord time label Pdensity Pfit
329 328.801 121 0.583879 0.0349784
329 328.801 183 10.4563 0.0049819
329 328.801 202 4117.65 0.0457185
330 329.801 51 23.0335 0.0306643
330 329.801 62 69.549 0.0304955
330 329.801 64 13.3774 0.0304955
330 329.801 68 10.4759 0.0304927
330 329.801 69 2.39493 0.0304955
330 329.801 73 27.5093 0.00498001
330 329.801 87 0.559124 0.0356289
330 329.801 103 0.284844 0.0417334
330 329.801 121 0.571734 0.0349797
330 329.801 183 9.30617 0.00498001
330 329.801 202 4171.23 0.0457013
331 330.801 51 22.248 0.0306654
331 330.801 62 67.141 0.0304964
331 330.801 64 12.9142 0.0304964
331 330.801 68 10.1131 0.0304936
331 330.801 69 2.31201 0.0304964
331 330.801 73 24.4832 0.00497809
331 330.801 87 0.548623 0.0356302
331 330.801 103 0.284947 0.041735
331 330.801 121 0.559843 0.0349811
331 330.801 183 8.28246 0.00497809
331 330.801 202 4225.27 0.0456839
332 331.801 51 21.4893 0.0306666
332 331.801 62 64.8166 0.0304974
332 331.801 64 12.4671 0.0304974
332 331.801 68 9.76286 0.0304945
332 331.801 69 2.23197 0.0304974
332 331.801 73 21.7899 0.00497616
332 331.801 87 0.538322 0.0356315
332 331.801 103 0.285052 0.0417367
332 331.801 121 0.548202 0.0349825
332 331.801 183 7.37132 0.00497616
332 331.801 202 4279.78 0.0456663
333 332.801 51 20.7565 0.0306678
333 332.801 62 62.5728 0.0304983
333 332.801 64 12.0355 0.0304983
333 332.801 68 9.42481 0.0304955
333 332.801 69 2.1547 0.0304983
333 332.801 73 19.3927 0.0049742
333 332.801 87 0.528215 0.0356328
333 332.801 103 0.285158 0.0417383
333 332.801 121 0.536806 0.0349839
333 332.801 183 6.56037 0.0049742
333 332.801 202 4334.74 0.0456485
334 333.801 51 20.0488 0.0306689
334 333.801 62 60.4068 0.0304993
334 333.801 64 11.6189 0.0304993
334 333.801 68 9.09849 0.0304965
334 333.801 69 2.08012 0.0304993
334 333.801 73 17.2591 0.00497222
334 333.801 87 0.518301 0.0356342
334 333.801 103 0.285265 0.04174
334 333.801 121 0.525648 0.0349853
334 333.801 183 5.8386 0.00497222
334 333.801 202 4390.17 0.0456304
335 334.801 51 19.3653 0.0306701
335 334.801 62 58.3161 0.0305003
335 334.801 64 11.2168 0.0305003
335 334.801 68 8.7835 0.0304975
335 334.801 69 2.00812 0.0305003
335 334.801 73 15.3601 0.00497022
335 334.801 87 0.508575 0.0356356
335 334.801 103 0.285374 0.0417416
335 334.801 121 0.514725 0.0349867
335 334.801 183 5.1962 0.00497022
335 334.801 202 4446.05 0.0456121
336 335.801 51 18.7052 0.0306713
336 335.801 62 56.2978 0.0305013
336 335.801 64 10.8286 0.0305013
336 335.801 68 8.47944 0.0304985
336 335.801 69 1.93862 0.0305013
336 335.801 73 13.67 0.0049682
336 335.801 87 0.499034 0.035637
336 335.801 103 0.285485 0.0417433
336 335.801 121 0.504031 0.0349882
336 335.801 183 4.62445 0.0049682
336 335.801 202 4502.37 0.0455936
337 336.801 51 18.0676 0.0306726
337 336.801 62 54.3496 0.0305024
337 336.801 64 10.4538 0.0305024
337 336.801 68 8.18593 0.0304995
337 336.801 69 1.87154 0.0305024
337 336.801 73 12.1658 0.00496615
337 336.801 87 0.489674 0.0356384
337 336.801 103 0.285597 0.0417451
337 336.801 121 0.493562 0.0349896
337 336.801 183 4.11559 0.00496615
337 336.801 202 4559.15 0.0455749
338 337.801 51 17.4519 0.0306738
338 337.801 62 52.469 0.0305034
338 337.801 64 10.0921 0.0305034
338 337.801 68 7.90261 0.0305006
338 337.801 69 1.80678 0.0305034
338 337.801 73 10.8271 0.00496407
338 337.801 87 0.480492 0.0356398
338 337.801 103 0.285711 0.0417468
338 337.801 121 0.483312 0.0349911
338 337.801 183 3.6627 0.00496407
338 337.801 202 4616.36 0.0455559
339 338.801 51 16.8572 0.0306751
339 338.801 62 50.6536 0.0305045
339 338.801 64 9.74293 0.0305045
339 338.801 68 7.62912 0.0305017
339 338.801 69 1.74427 0.0305045
339 338.801 73 9.63555 0.00496197
339 338.801 87 0.471484 0.0356412
339 338.801 103 0.285826 0.0417486
339 338.801 121 0.473278 0.0349926
339 338.801 183 3.25962 0.00496197
339 338.801 202 4674.01 0.0455367
340 339.801 51 16.2828 0.0306763
340 339.801 62 48.9012 0.0305056
340 339.801 64 9.40587 0.0305056
340 339.801 68 7.36512 0.0305028
340 339.801 69 1.68392 0.0305056
340 339.801 73 8.57511 0.00495985
340 339.801 87 0.462647 0.0356427
340 339.801 103 0.285943 0.0417503
340 339.801 121 0.463454 0.0349941
340 339.801 183 2.90089 0.00495985
340 339.801 202 4732.09 0.0455173
341 340.801 51 15.7281 0.0306776
341 340.801 62 47.2096 0.0305068
341 340.801 64 9.0805 0.0305068
341 340.801 68 7.11028 0.0305039
341 340.801 69 1.62567 0.0305068
341 340.801 73 7.63133 0.0049577
341 340.801 87 0.453977 0.0356442
341 340.801 103 0.286062 0.0417521
341 340.801 121 0.453836 0.0349957
341 340.801 183 2.58161 0.0049577
341 340.801 202 4790.6 0.0454976
342 341.801 51 15.1923 0.0306789
342 341.801 62 45.5767 0.0305079
342 341.801 64 8.76642 0.0305079
342 341.801 68 6.86428 0.0305051
342 341.801 69 1.56944 0.0305079
342 341.801 73 6.79137 0.00495553
342 341.801 87 0.445472 0.0356457
342 341.801 103 0.286182 0.0417539
342 341.801 121 0.444419 0.0349972
342 341.801 183 2.29746 0.00495553
342 341.801 202 4849.52 0.0454777
343 342.801 51 14.6748 0.0306803
343 342.801 62 44.0004 0.0305091
343 342.801 64 8.46323 0.0305091
343 342.801 68 6.62682 0.0305063
343 342.801 69 1.51516 0.0305091
343 342.801 73 6.04382 0.00495333
343 342.801 87 0.437129 0.0356472
343 342.801 103 0.286304 0.0417558
343 342.801 121 0.435201 0.0349988
343 342.801 183 2.04457 0.00495333
343 342.801 202 4908.87 0.0454576
344 343.801 51 14.1751 0.0306816
344 343.801 62 42.4788 0.0305103
344 343.801 64 8.17056 0.0305103
344 343.801 68 6.3976 0.0305075
344 343.801 69 1.46276 0.0305103
344 343.801 73 5.37852 0.00495111
344 343.801 87 0.428944 0.0356487
344 343.801 103 0.286428 0.0417577
344 343.801 121 0.426175 0.0350004
344 343.801 183 1.81951 0.00495111
344 343.801 202 4968.61 0.0454372
345 344.801 51 13.6924 0.030683
345 344.801 62 41.01 0.0305115
345 344.801 64 7.88804 0.0305115
345 344.801 68 6.17633 0.0305087
345 344.801 69 1.41219 0.0305115
345 344.801 73 4.78642 0.00494886
345 344.801 87 0.420914 0.0356503
345 344.801 103 0.286553 0.0417595
345 344.801 121 0.417339 0.035002
345 344.801 183 1.6192 0.00494886
345 344.801 202 5028.77 0.0454166
346 345.801 51 13.2262 0.0306844
346 345.801 62 39.5921 0.0305128
346 345.801 64 7.61531 0.0305128
346 345.801 68 5.96273 0.0305099
346 345.801 69 1.36336 0.0305128
346 345.801 73 4.25947 0.00494658
346 345.801 87 0.413037 0.0356519
346 345.801 103 0.28668 0.0417614
346 345.801 121 0.408688 0.0350036
346 345.801 183 1.44094 0.00494658
346 345.801 202 5089.31 0.0453957
347 346.801 51 12.7759 0.0306858
347 346.801 62 38.2234 0.030514
347 346.801 64 7.35205 0.030514
347 346.801 68 5.75654 0.0305112
347 346.801 69 1.31623 0.030514
347 346.801 73 3.79051 0.00494428
347 346.801 87 0.405309 0.0356535
347 346.801 103 0.286809 0.0417634
347 346.801 121 0.400219 0.0350052
347 346.801 183 1.2823 0.00494428
347 346.801 202 5150.25 0.0453746
348 347.801 51 12.341 0.0306872
348 347.801 62 36.9022 0.0305153
348 347.801 64 7.09792 0.0305153
348 347.801 68 5.55751 0.0305125
348 347.801 69 1.27073 0.0305153
348 347.801 73 3.37315 0.00494196
348 347.801 87 0.397727 0.0356551
348 347.801 103 0.28694 0.0417653
348 347.801 121 0.391927 0.0350069
348 347.801 183 1.14111 0.00494196
348 347.801 202 5211.56 0.0453533
349 348.801 51 11.9209 0.0306886
349 348.801 62 35.6267 0.0305166
349 348.801 64 6.85259 0.0305166
349 348.801 68 5.36538 0.0305138
349 348.801 69 1.22681 0.0305166
349 348.801 73 3.00173 0.0049396
349 348.801 87 0.39029 0.0356567
349 348.801 103 0.287073 0.0417673
349 348.801 121 0.383809 0.0350086
349 348.801 183 1.01546 0.0049396
349 348.801 202 5273.25 0.0453317
350 349.801 51 11.5153 0.0306901
350 349.801 62 34.3955 0.030518
350 349.801 64 6.61578 0.030518
350 349.801 68 5.17992 0.0305151
350 349.801 69 1.18441 0.030518
350 349.801 73 2.67118 0.00493722
350 349.801 87 0.382993 0.0356584
350 349.801 103 0.287207 0.0417693
350 349.801 121 0.375861 0.0350102
350 349.801 183 0.903637 0.00493722
350 349.801 202 5335.3 0.0453098
351 350.801 51 11.1234 0.0306915
351 350.801 62 33.207 0.0305193
351 350.801 64 6.38717 0.0305193
351 350.801 68 5.00088 0.0305165
351 350.801 69 1.14349 0.0305193
351 350.801 73 2.37701 0.00493481
351 350.801 87 0.375835 0.0356601
351 350.801 103 0.287343 0.0417713
351 350.801 121 0.368079 0.035012
351 350.801 183 0.804123 0.00493481
351 350.801 202 5397.7 0.0452878
352 351.801 51 10.745 0.030693
352 351.801 62 32.0597 0.0305207
352 351.801 64 6.1665 0.0305207
352 351.801 68 4.82806 0.0305179
352 351.801 69 1.10398 0.0305207
352 351.801 73 2.11523 0.00493238
352 351.801 87 0.368813 0.0356618
352 351.801 103 0.287481 0.0417733
352 351.801 121 0.360461 0.0350137
352 351.801 183 0.715563 0.00493238
352 351.801 202 5460.46 0.0452654
353 352.801 51 10.3795 0.0306945
353 352.801 62 30.9521 0.0305221
353 352.801 64 5.95347 0.0305221
353 352.801 68 4.66122 0.0305192
353 352.801 69 1.06584 0.0305221
353 352.801 73 1.88226 0.00492992
353 352.801 87 0.361923 0.0356635
353 352.801 103 0.287621 0.0417754
353 352.801 121 0.353002 0.0350154
353 352.801 183 0.636751 0.00492992
353 352.801 202 5523.55 0.0452429
354 353.801 51 10.0264 0.030696
354 353.801 62 29.883 0.0305235
354 353.801 64 5.74782 0.0305235
354 353.801 68 4.50018 0.0305207
354 353.801 69 1.02903 0.0305235
354 353.801 73 1.67493 0.00492743
354 353.801 87 0.355165 0.0356652
354 353.801 103 0.287763 0.0417774
354 353.801 121 0.3457 0.0350172
354 353.801 183 0.566615 0.00492743
354 353.801 202 5586.97 0.04522
355 354.801 51 9.68544 0.0306976
355 354.801 62 28.8509 0.0305249
355 354.801 64 5.54931 0.0305249
355 354.801 68 4.34471 0.0305221
355 354.801 69 0.993485 0.0305249
355 354.801 73 1.49043 0.00492491
355 354.801 87 0.348534 0.035667
355 354.801 103 0.287907 0.0417795
355 354.801 121 0.33855 0.035019
355 354.801 183 0.504201 0.00492491
355 354.801 202 5650.7 0.045197
356 355.801 51 9.35609 0.0306991
356 355.801 62 27.8546 0.0305264
356 355.801 64 5.35767 0.0305264
356 355.801 68 4.19464 0.0305236
356 355.801 69 0.959177 0.0305264
356 355.801 73 1.32625 0.00492237
356 355.801 87 0.342029 0.0356687
356 355.801 103 0.288053 0.0417817
356 355.801 121 0.33155 0.0350208
356 355.801 183 0.448657 0.00492237
356 355.801 202 5714.75 0.0451736
357 356.801 51 9.03799 0.0307007
357 356.801 62 26.8928 0.0305279
357 356.801 64 5.17268 0.0305279
357 356.801 68 4.04977 0.030525
357 356.801 69 0.926058 0.0305279
357 356.801 73 1.18014 0.0049198
357 356.801 87 0.335648 0.0356705
357 356.801 103 0.288201 0.0417838
357 356.801 121 0.324697 0.0350226
357 356.801 183 0.39923 0.0049198
357 356.801 202 5779.09 0.04515
358 357.801 51 8.73075 0.0307023
358 357.801 62 25.9644 0.0305294
358 357.801 64 4.9941 0.0305294
358 357.801 68 3.90992 0.0305265
358 357.801 69 0.894087 0.0305294
358 357.801 73 1.05011 0.0049172
358 357.801 87 0.329387 0.0356723
358 357.801 103 0.288351 0.041786
358 357.801 121 0.317987 0.0350245
358 357.801 183 0.355244 0.0049172
358 357.801 202 5843.72 0.0451262
359 358.801 51 8.434 0.0307039
359 358.801 62 25.0681 0.0305309
359 358.801 64 4.8217 0.0305309
359 358.801 68 3.77491 0.030528
359 358.801 69 0.863223 0.0305309
359 358.801 73 0.934409 0.00491458
359 358.801 87 0.323245 0.0356742
359 358.801 103 0.288503 0.0417882
359 358.801 121 0.311418 0.0350263
359 358.801 183 0.316102 0.00491458
359 358.801 202 5908.63 0.0451021
360 359.801 51 8.14737 0.0307055
360 359.801 62 24.2029 0.0305324
360 359.801 64 4.65528 0.0305324
360 359.801 68 3.64459 0.0305296
360 359.801 69 0.833429 0.0305324
360 359.801 73 0.831446 0.00491192
360 359.801 87 0.31722 0.035676
360 359.801 103 0.288657 0.0417904
360 359.801 121 0.304986 0.0350282
360 359.801 183 0.281271 0.00491192
360 359.801 202 5973.79 0.0450778
361 360.801 51 7.87052 0.0307072
361 360.801 62 23.3676 0.030534
361 360.801 64 4.49463 0.030534
361 360.801 68 3.51878 0.0305311
361 360.801 69 0.804667 0.030534
361 360.801 73 0.739822 0.00490924
361 360.801 87 0.311308 0.0356779
361 360.801 103 0.288814 0.0417926
361 360.801 121 0.298689 0.0350301
361 360.801 183 0.250276 0.00490924
361 360.801 202 6039.22 0.0450531
362 361.801 51 7.60313 0.0307088
362 361.801 62 22.5613 0.0305356
362 361.801 64 4.33954 0.0305356
362 361.801 68 3.39733 0.0305327
362 361.801 69 0.776902 0.0305356
362 361.801 73 0.65829 0.00490653
362 361.801 87 0.305509 0.0356798
362 361.801 103 0.288972 0.0417949
362 361.801 121 0.292524 0.035032
362 361.801 183 0.222694 0.00490653
362 361.801 202 6104.88 0.0450283
363 362.801 51 7.34485 0.0307105
363 362.801 62 21.7829 0.0305372
363 362.801 64 4.18982 0.0305372
363 362.801 68 3.28009 0.0305343
363 362.801 69 0.750098 0.0305372
363 362.801 73 0.585737 0.00490379
363 362.801 87 0.299819 0.0356817
363 362.801 103 0.289132 0.0417971
363 362.801 121 0.286487 0.035034
363 362.801 183 0.19815 0.00490379
363 362.801 202 6170.76 0.0450032
364 363.801 51 7.09539 0.0307122
364 363.801 62 21.0315 0.0305388
364 363.801 64 4.04529 0.0305388
364 363.801 68 3.16692 0.0305359
364 363.801 69 0.724223 0.0305388
364 363.801 73 0.521177 0.00490103
364 363.801 87 0.294237 0.0356837
364 363.801 103 0.289295 0.0417994
364 363.801 121 0.280577 0.035036
364 363.801 183 0.17631 0.00490103
364 363.801 202 6236.86 0.0449778
365 364.801 51 6.85443 0.0307139
365 364.801 62 20.3061 0.0305404
365 364.801 64 3.90576 0.0305404
365 364.801 68 3.05766 0.0305376
365 364.801 69 0.699244 0.0305404
365 364.801 73 0.463728 0.00489823
365 364.801 87 0.288761 0.0356856
365 364.801 103 0.28946 0.0418018
365 364.801 121 0.274791 0.0350379
365 364.801 183 0.156875 0.00489823
365 364.801 202 6303.16 0.0449522
366 365.801 51 6.6217 0.0307156
366 365.801 62 19.6058 0.0305421
366 365.801 64 3.77107 0.0305421
366 365.801 68 2.95219 0.0305392
366 365.801 69 0.67513 0.0305421
366 365.801 73 0.412608 0.00489541
366 365.801 87 0.283388 0.0356876
366 365.801 103 0.289627 0.0418041
366 365.801 121 0.269125 0.0350399
366 365.801 183 0.139582 0.00489541
366 365.801 202 6369.65 0.0449263
367 366.801 51 6.3969 0.0307174
367 366.801 62 18.9298 0.0305438
367 366.801 64 3.64104 0.0305438
367 366.801 68 2.85037 0.0305409
367 366.801 69 0.651851 0.0305438
367 366.801 73 0.36712 0.00489256
367 366.801 87 0.278118 0.0356896
367 366.801 103 0.289796 0.0418065
367 366.801 121 0.263578 0.035042
367 366.801 183 0.124193 0.00489256
367 366.801 202 6436.31 0.0449001
368 367.801 51 6.17977 0.0307192
368 367.801 62 18.2772 0.0305455
368 367.801 64 3.51552 0.0305455
368 367.801 68 2.75208 0.0305426
368 367.801 69 0.629378 0.0305455
368 367.801 73 0.326644 0.00488968
368 367.801 87 0.272947 0.0356916
368 367.801 103 0.289967 0.0418089
368 367.801 121 0.258147 0.035044
368 367.801 183 0.110501 0.00488968
368 367.801 202 6503.12 0.0448737
369 368.801 51 5.97004 0.030721
369 368.801 62 17.6472 0.0305472
369 368.801 64 3.39433 0.0305472
369 368.801 68 2.65719 0.0305443
369 368.801 69 0.607683 0.0305472
369 368.801 73 0.290627 0.00488678
369 368.801 87 0.267873 0.0356937
369 368.801 103 0.290141 0.0418113
369 368.801 121 0.25283 0.0350461
369 368.801 202 6570.08 0.044847
370 369.801 51 5.76746 0.0307228
370 369.801 62 17.039 0.0305489
370 369.801 64 3.27735 0.0305489
370 369.801 68 2.56558 0.0305461
370 369.801 69 0.58674 0.0305489
370 369.801 73 0.25858 0.00488384
370 369.801 87 0.262896 0.0356957
370 369.801 103 0.290317 0.0418137
370 369.801 121 0.247623 0.0350481
370 369.801 202 6637.17 0.0448201
371 370.801 51 5.57179 0.0307246
371 370.801 62 16.4518 0.0305507
371 370.801 64 3.16441 0.0305507
371 370.801 68 2.47715 0.0305478
371 370.801 69 0.566521 0.0305507
371 370.801 73 0.230064 0.00488088
371 370.801 87 0.258013 0.0356978
371 370.801 103 0.290496 0.0418162
371 370.801 121 0.242526 0.0350502
371 370.801 202 6704.37 0.0447929
372 371.801 51 5.38279 0.0307264
372 371.801 62 15.885 0.0305525
372 371.801 64 3.05538 0.0305525
372 371.801 68 2.39178 0.0305496
372 371.801 69 0.547002 0.0305525
372 371.801 73 0.204691 0.00487789
372 371.801 87 0.253222 0.0356999
372 371.801 103 0.290677 0.0418187
372 371.801 121 0.237535 0.0350523
372 371.801 202 6771.66 0.0447655
373 372.801 51 5.20023 0.0307283
373 372.801 62 15.3378 0.0305543
373 372.801 64 2.95013 0.0305543
373 372.801 68 2.30937 0.0305514
373 372.801 69 0.528158 0.0305543
373 372.801 73 0.182115 0.00487487
373 372.801 87 0.248522 0.035702
373 372.801 103 0.29086 0.0418212
373 372.801 121 0.232648 0.0350545
373 372.801 202 6839.03 0.0447377
374 373.801 51 5.02389 0.0307302
374 373.801 62 14.8095 0.0305561
374 373.801 64 2.84852 0.0305561
374 373.801 68 2.2298 0.0305532
374 373.801 69 0.509966 0.0305561
374 373.801 73 0.162027 0.00487182
374 373.801 87 0.243911 0.0357042
374 373.801 103 0.291046 0.0418237
374 373.801 121 0.227863 0.0350566
374 373.801 202 6906.47 0.0447098
375 374.801 51 4.85355 0.0307321
375 374.801 62 14.2995 0.0305579
375 374.801 64 2.75042 0.0305579
375 374.801 68 2.15299 0.0305551
375 374.801 69 0.492404 0.0305579
375 374.801 73 0.144153 0.00486875
375 374.801 87 0.239387 0.0357063
375 374.801 103 0.291234 0.0418263
375 374.801 121 0.223179 0.0350588
375 374.801 202 6973.95 0.0446816
376 375.801 51 4.68903 0.030734
376 375.801 62 13.8071 0.0305598
376 375.801 64 2.65572 0.0305598
376 375.801 68 2.07884 0.0305569
376 375.801 69 0.47545 0.0305598
376 375.801 73 0.12825 0.00486564
376 375.801 87 0.234948 0.0357085
376 375.801 103 0.291424 0.0418289
376 375.801 121 0.218592 0.035061
376 375.801 202 7041.46 0.0446531
377 376.801 51 4.5301 0.0307359
377 376.801 62 13.3318 0.0305617
377 376.801 64 2.56429 0.0305617
377 376.801 68 2.00726 0.0305588
377 376.801 69 0.459082 0.0305617
377 376.801 73 0.1141 0.00486251
377 376.801 87 0.230594 0.0357107
377 376.801 103 0.291617 0.0418315
377 376.801 121 0.214101 0.0350632
377 376.801 202 7108.98 0.0446243
378 377.801 51 4.37659 0.0307378
378 377.801 62 12.8729 0.0305635
378 377.801 64 2.47603 0.0305635
378 377.801 68 1.93815 0.0305607
378 377.801 69 0.44328 0.0305635
378 377.801 73 0.101511 0.00485935
378 377.801 87 0.226321 0.0357129
378 377.801 103 0.291813 0.0418341
378 377.801 121 0.209703 0.0350655
378 377.801 202 7176.5 0.0445953
379 378.801 51 4.22831 0.0307398
379 378.801 62 12.4299 0.0305655
379 378.801 64 2.39081 0.0305655
379 378.801 68 1.87143 0.0305626
379 378.801 69 0.428024 0.0305655
379 378.801 87 0.22213 0.0357152
379 378.801 103 0.292011 0.0418368
379 378.801 121 0.205398 0.0350677
379 378.801 202 7243.98 0.0445661
380 379.801 51 4.08508 0.0307418
380 379.801 62 12.0022 0.0305674
380 379.801 64 2.30855 0.0305674
380 379.801 68 1.80702 0.0305646
380 379.801 69 0.413296 0.0305674
380 379.801 87 0.218017 0.0357174
380 379.801 103 0.292212 0.0418394
380 379.801 121 0.201182 0.03507
380 379.801 202 7311.43 0.0445365
381 380.801 51 3.94672 0.0307438
381 380.801 62 11.5892 0.0305693
381 380.801 64 2.22913 0.0305693
381 380.801 68 1.74484 0.0305665
381 380.801 69 0.399078 0.0305693
381 380.801 87 0.213982 0.0357197
381 380.801 103 0.292415 0.0418421
381 380.801 121 0.197054 0.0350723
381 380.801 202 7378.81 0.0445068
382 381.801 51 3.81307 0.0307458
382 381.801 62 11.1906 0.0305713
382 381.801 64 2.15245 0.0305713
382 381.801 68 1.6848 0.0305685
382 381.801 69 0.38535 0.0305713
382 381.801 87 0.210024 0.035722
382 381.801 103 0.292621 0.0418448
382 381.801 121 0.193012 0.0350746
382 381.801 202 7446.11 0.0444768
383 382.801 51 3.68398 0.0307478
383 382.801 62 10.8058 0.0305733
383 382.801 64 2.07842 0.0305733
383 382.801 68 1.62685 0.0305705
383 382.801 69 0.372098 0.0305733
383 382.801 87 0.20614 0.0357244
383 382.801 103 0.29283 0.0418476
383 382.801 121 0.189055 0.035077
383 382.801 202 7513.3 0.0444465
384 383.801 51 3.55927 0.0307499
384 383.801 62 10.4342 0.0305753
384 383.801 64 2.00696 0.0305753
384 383.801 68 1.57089 0.0305725
384 383.801 69 0.359303 0.0305753
384 383.801 87 0.202329 0.0357267
384 383.801 103 0.293041 0.0418503
384 383.801 121 0.18518 0.0350793
384 383.801 202 7580.38 0.0444159
385 384.801 51 3.43881 0.030752
385 384.801 62 10.0755 0.0305773
385 384.801 64 1.93796 0.0305773
385 384.801 68 1.51687 0.0305745
385 384.801 69 0.346951 0.0305773
385 384.801 87 0.198591 0.0357291
385 384.801 103 0.293255 0.0418531
385 384.801 121 0.181386 0.0350817
385 384.801 202 7647.31 0.0443852
386 385.801 51 3.32245 0.0307541
386 385.801 62 9.72915 0.0305794
386 385.801 64 1.87135 0.0305794
386 385.801 68 1.46472 0.0305765
386 385.801 69 0.335025 0.0305794
386 385.801 87 0.194923 0.0357314
386 385.801 103 0.293472 0.0418559
386 385.801 121 0.177671 0.0350841
386 385.801 202 7714.08 0.0443541
387 386.801 51 3.21005 0.0307562
387 386.801 62 9.3948 0.0305814
387 386.801 64 1.80704 0.0305814
387 386.801 68 1.41437 0.0305786
387 386.801 69 0.323511 0.0305814
387 386.801 87 0.191324 0.0357338
387 386.801 103 0.293691 0.0418588
387 386.801 121 0.174033 0.0350865
387 386.801 202 7780.66 0.0443228
388 387.801 51 3.10147 0.0307583
388 387.801 62 9.07199 0.0305835
388 387.801 64 1.74495 0.0305835
388 387.801 68 1.36576 0.0305807
388 387.801 69 0.312395 0.0305835
388 387.801 87 0.187793 0.0357363
388 387.801 103 0.293913 0.0418616
388 387.801 121 0.170471 0.0350889
388 387.801 202 7847.04 0.0442913
389 388.801 51 2.99659 0.0307604
389 388.801 62 8.76033 0.0305856
389 388.801 64 1.685 0.0305856
389 388.801 68 1.31883 0.0305828
389 388.801 69 0.301663 0.0305856
389 388.801 87 0.184328 0.0357387
389 388.801 103 0.294139 0.0418645
389 388.801 121 0.166983 0.0350914
389 388.801 202 7913.2 0.0442595
390 389.801 51 2.89527 0.0307626
390 389.801 62 8.45944 0.0305877
390 389.801 64 1.62712 0.0305877
390 389.801 68 1.27352 0.0305849
390 389.801 69 0.291302 0.0305877
390 389.801 87 0.180929 0.0357412
390 389.801 103 0.294366 0.0418674
390 389.801 121 0.163568 0.0350938
390 389.801 202 7979.11 0.0442275
391 390.801 51 2.79739 0.0307647
391 390.801 62 8.16893 0.0305899
391 390.801 64 1.57125 0.0305899
391 390.801 68 1.22978 0.030587
391 390.801 69 0.281298 0.0305899
391 390.801 87 0.177594 0.0357436
391 390.801 103 0.294597 0.0418703
391 390.801 121 0.160224 0.0350963
391 390.801 202 8044.75 0.0441952
392 391.801 51 2.70284 0.0307669
392 391.801 62 7.88846 0.030592
392 391.801 64 1.5173 0.030592
392 391.801 68 1.18754 0.0305892
392 391.801 69 0.27164 0.030592
392 391.801 87 0.174321 0.0357461
392 391.801 103 0.294831 0.0418733
392 391.801 121 0.15695 0.0350988
392 391.801 202 8110.1 0.0441627
393 392.801 51 2.61151 0.0307691
393 392.801 62 7.61766 0.0305942
393 392.801 64 1.46521 0.0305942
393 392.801 68 1.14676 0.0305914
393 392.801 69 0.262315 0.0305942
393 392.801 87 0.171111 0.0357486
393 392.801 103 0.295068 0.0418762
393 392.801 121 0.153743 0.0351014
393 392.801 202 8175.14 0.0441299
394 393.801 51 2.52328 0.0307714
394 393.801 62 7.35621 0.0305964
394 393.801 64 1.41493 0.0305964
394 393.801 68 1.1074 0.0305935
394 393.801 69 0.253312 0.0305964
394 393.801 87 0.167961 0.0357512
394 393.801 103 0.295307 0.0418792
394 393.801 121 0.150604 0.0351039
394 393.801 202 8239.85 0.0440969
395 394.801 51 2.43805 0.0307736
395 394.801 62 7.10379 0.0305986
395 394.801 64 1.36637 0.0305986
395 394.801 68 1.06939 0.0305957
395 394.801 69 0.24462 0.0305986
395 394.801 87 0.16487 0.0357537
395 394.801 103 0.29555 0.0418822
395 394.801 121 0.147529 0.0351065
395 394.801 202 8304.19 0.0440637
396 395.801 51 2.35571 0.0307759
396 395.801 62 6.86007 0.0306008
396 395.801 64 1.3195 0.0306008
396 395.801 68 1.03269 0.030598
396 395.801 69 0.236228 0.0306008
396 395.801 87 0.161837 0.0357563
396 395.801 103 0.295795 0.0418852
396 395.801 121 0.144519 0.035109
396 395.801 202 8368.16 0.0440302
397 396.801 51 2.27617 0.0307781
397 396.801 62 6.62477 0.030603
397 396.801 64 1.27424 0.030603
397 396.801 68 0.997258 0.0306002
397 396.801 69 0.228125 0.030603
397 396.801 87 0.158862 0.0357589
397 396.801 103 0.296044 0.0418883
397 396.801 121 0.141571 0.0351116
397 396.801 202 8431.73 0.0439965
398 397.801 51 2.19934 0.0307804
398 397.801 62 6.39757 0.0306053
398 397.801 64 1.23054 0.0306053
398 397.801 68 0.963049 0.0306024
398 397.801 69 0.220301 0.0306053
398 397.801 87 0.155942 0.0357615
398 397.801 103 0.296295 0.0418914
398 397.801 121 0.138685 0.0351143
398 397.801 202 8494.87 0.0439626
399 398.801 51 2.12511 0.0307827
399 398.801 62 6.17822 0.0306076
399 398.801 64 1.18834 0.0306076
399 398.801 68 0.93002 0.0306047
399 398.801 69 0.212748 0.0306076
399 398.801 87 0.153077 0.0357641
399 398.801 103 0.29655 0.0418944
399 398.801 121 0.135858 0.0351169
399 398.801 202 8557.56 0.0439284
400 399.801 51 2.0534 0.030785
400 399.801 62 5.96643 0.0306098
400 399.801 64 1.14761 0.0306098
400 399.801 68 0.898131 0.030607
400 399.801 69 0.205455 0.0306098
400 399.801 87 0.150267 0.0357668
400 399.801 103 0.296808 0.0418976
400 399.801 121 0.13309 0.0351195
400 399.801 202 8619.78 0.043894
401 400.801 51 1.98412 0.0307874
401 400.801 62 5.76194 0.0306121
401 400.801 64 1.10828 0.0306121
401 400.801 68 0.867341 0.0306093
401 400.801 69 0.198413 0.0306121
401 400.801 87 0.147509 0.0357694
401 400.801 103 0.297069 0.0419007
401 400.801 121 0.13038 0.0351222
401 400.801 202 8681.51 0.0438594
